medal;country;athlete_name;games;sport;event;sex
1;Canada;Nancy GREENE;France;Alpine Skiing;giant slalom;Women's
2;Canada;Nancy GREENE;France;Alpine Skiing;slalom;Women's
3;Canada;Raymond CADIEUX/Kenneth BRODERICK/Wayne STEPHENSON/Danny O'SHEA/Barry MACKENZIE/Morris MOTT/Terrence O'MALLEY/Francis HUCK/William MCMILLAN/Gary DINEEN/Brian GLENNIE/Gerry PINDER/Herbert PINDER/Roger BOURBONNAIS/Paul CONLIN/Ted HARGREAVES/Stephen MONTEITH/Marshall JOHNSTON;France;Ice Hockey;ice hockey;Men's
2;Canada;Bruce ROBERTSON;Germany;Swimming;100m butterfly;Men's
2;Canada;Leslie CLIFF;Germany;Swimming;400m individual medley;Women's
3;Canada;Paul COTE/David MILLER/John EKELS;Germany;Sailing;fleet/match race keelboat (Soling);Mixed
3;Canada;Bruce ROBERTSON/William MAHONY/Robert KASTING/Erik FISH;Germany;Swimming;4x100m medley relay;Men's
3;Canada;Donna Marie GURR;Germany;Swimming;200m backstroke;Women's
2;Canada;Karen MAGNUSSEN;Japan;Figure skating;individual;Women's
2;Canada;Greg JOY;Canada;Athletics;high jump;Men's
2;Canada;John WOOD;Canada;Canoe Sprint;C-1 500m (canoe single);Men's
2;Canada;Michel VAILLANCOURT;Canada;Equestrian Jumping;individual;Mixed
2;Canada;Gary MACDONALD/Clay EVANS/Stephen PICKELL/Graham SMITH;Canada;Swimming;4x100m medley relay;Men's
2;Canada;Cheryl GIBSON;Canada;Swimming;400m individual medley;Women's
3;Canada;Shannon SMITH;Canada;Swimming;400m freestyle;Women's
3;Canada;Nancy GARAPICK;Canada;Swimming;100m backstroke;Women's
3;Canada;Nancy GARAPICK;Canada;Swimming;200m backstroke;Women's
3;Canada;Becky SMITH;Canada;Swimming;400m individual medley;Women's
3;Canada;Anne JARDIN/Becky SMITH/Gail AMUNDRUD/Barbara CLARK;Canada;Swimming;4x100m freestyle relay;Women's
3;Canada;Robin CORSIGLIA/Anne JARDIN/Susan Estelle SMITH-SLOAN/Wendy COOK-HOGG;Canada;Swimming;4x100m medley relay;Women's
1;Canada;Kathy KREINER;Austria;Alpine Skiing;giant slalom;Women's
2;Canada;Cathy PRIESTNER;Austria;Speed skating;500m;Women's
3;Canada;Toller CRANSTON;Austria;Figure skating;individual;Men's
2;Canada;Gaetan BOUCHER;United States;Speed skating;1000m;Men's
3;Canada;Steve PODBORSKI;United States;Alpine Skiing;downhill;Men's
1;Canada;Hugh FISHER/Alwyn MORRIS;United States;Canoe Sprint;K-2 1000m (kayak double);Men's
1;Canada;Lawrence CAIN;United States;Canoe Sprint;C-1 500m (canoe single);Men's
1;Canada;Sylvie BERNIER;United States;Diving;3m springboard;Women's
1;Canada;Lori FUNG;United States;Gymnastics Rhythmic;individual all-round;Women's
1;Canada;Kevin NEUFELD/Gerald Grant MAIN/Michael EVANS/Blair HORM/Patrick TURNER/Marc EVANS/Paul STEELE/Dean CRAWFORD/Robert Brian MCMAHON;United States;Rowing;eight with coxswain (8+);Men's
1;Canada;Linda THOM;United States;Shooting;25m pistol;Women's
1;Canada;Victor DAVIS;United States;Swimming;200m breaststroke;Men's
1;Canada;Alexander BAUMANN;United States;Swimming;200m individual medley;Men's
1;Canada;Alexander BAUMANN;United States;Swimming;400m individual medley;Men's
1;Canada;Anne OTTENBRITE;United States;Swimming;200m breaststroke;Women's
2;Canada;Carolyn WALDO;United States;Artistic Swimming;solo;Women's
2;Canada;Sharon HAMBROOK/Kelly KRYCZKA;United States;Artistic Swimming;duet;Women's
2;Canada;Angella TAYLOR-ISSAJENKO/Angela BAILEY/France GAREAU/Marita PAYNE-WIGGINS;United States;Athletics;4x100m relay;Women's
2;Canada;Molly KILLINGBECK/Charmaine CROOKS/Marita PAYNE-WIGGINS/Jillian RICHARDSON-BRISCOE;United States;Athletics;4x400m relay;Women's
2;Canada;Shawn O'SULLIVAN;United States;Boxing;67 - 71kg (light-middleweight);Men's
2;Canada;Willie DEWIT;United States;Boxing;81 - 91kg (heavyweight);Men's
2;Canada;Lawrence CAIN;United States;Canoe Sprint;C-1 1000m (canoe single);Men's
2;Canada;Alexandra BARRE/Susan HOLLOWAY;United States;Canoe Sprint;K-2 500m (kayak double);Women's
2;Canada;Stephen BAUER;United States;Cycling Road;individual road race;Men's
2;Canada;Curtis HARNETT;United States;Cycling Track;1km time trial;Men's
2;Canada;Elizabeth CRAIG/Patricia SMITH;United States;Rowing;pair without coxswain (2-);Women's
2;Canada;Jane TREGUNNO/Angela SCHNEIDER/Lesley Allison THOMPSON/Marilyn BRAIN/Barbara ARMBRUST;United States;Rowing;four-oared shell with coxswain;Women's
2;Canada;Evert BASTET/Terence MCLAUGHLIN;United States;Sailing;flying dutchman;Mixed
2;Canada;Victor DAVIS;United States;Swimming;100m breaststroke;Men's
2;Canada;Donald Alexander GOSS/Victor DAVIS/Thomas PONTING/Michael WEST;United States;Swimming;4x100m medley relay;Men's
2;Canada;Anne OTTENBRITE;United States;Swimming;100m breaststroke;Women's
2;Canada;Jacques DEMERS;United States;Weightlifting;67.5 - 75kg (middleweight);Men's
2;Canada;Robert MOLLE;United States;Wrestling Freestyle;+ 100kg (super heavyweight);Men's
3;Canada;Ben JOHNSON;United States;Athletics;100m;Men's
3;Canada;Anthony SHARPE/Sterling HINDS/Ben JOHNSON/Desai WILLIAMS;United States;Athletics;4x100m relay;Men's
3;Canada;Lynn WILLIAMS;United States;Athletics;3000m;Women's
3;Canada;Dale WALTERS;United States;Boxing;51 - 54kg (bantamweight);Men's
3;Canada;Hugh FISHER/Alwyn MORRIS;United States;Canoe Sprint;K-2 500m (kayak double);Men's
3;Canada;Alexandra BARRE/Susan HOLLOWAY/Lucie GUAY/Barbara OLMSTEAD;United States;Canoe Sprint;K-4 500m (kayak four);Women's
3;Canada;Marc BERGER;United States;Judo;+ 95kg (heavyweight);Men's
3;Canada;Robert MILLS;United States;Rowing;single sculls (1x);Men's
3;Canada;Michael HUGHES/Bruce FORD/Douglas HAMILTON/Philip MONCKTON;United States;Rowing;quadruple sculls without coxswain;Men's
3;Canada;Daniele LAUMANN/Silken Suzette LAUMANN;United States;Rowing;double sculls (2x);Women's
3;Canada;Terence NEILSON;United States;Sailing;Finn - One Person Dinghy (Heavyweight);Men's
3;Canada;Hans Marius FOGH/Stephen CALDER/John KERR;United States;Sailing;fleet/match race keelboat (Soling);Mixed
3;Canada;Michael WEST;United States;Swimming;100m backstroke;Men's
3;Canada;Cameron HENNING;United States;Swimming;200m backstroke;Men's
3;Canada;Reema ABDO/Michelle MAC PHERSON/Anne OTTENBRITE/Pamela RAI;United States;Swimming;4x100m medley relay;Women's
3;Canada;Christopher RINKE;United States;Wrestling Freestyle;74 - 82kg (middleweight);Men's
1;Canada;Gaetan BOUCHER;Yugoslavia;Speed skating;1000m;Men's
1;Canada;Gaetan BOUCHER;Yugoslavia;Speed skating;1500m;Men's
2;Canada;Brian ORSER;Yugoslavia;Figure skating;individual;Men's
3;Canada;Gaetan BOUCHER;Yugoslavia;Speed skating;500m;Men's
1;Canada;Carolyn WALDO;Korea Republic;Artistic Swimming;solo;Women's
1;Canada;Michelle CAMERON/Carolyn WALDO;Korea Republic;Artistic Swimming;duet;Women's
1;Canada;Lennox LEWIS;Korea Republic;Boxing;+ 91kg (super heavyweight);Men's
2;Canada;Egerton MARCUS;Korea Republic;Boxing;71 - 75kg (middleweight);Men's
2;Canada;Victor DAVIS/Donald Alexander GOSS/Mark TEWKSBURY/Thomas PONTING;Korea Republic;Swimming;4x100m medley relay;Men's
3;Canada;David STEEN;Korea Republic;Athletics;decathlon;Men's
3;Canada;Raymond Tyler DOWNEY;Korea Republic;Boxing;67 - 71kg (light-middleweight);Men's
3;Canada;EMIRAGE/MALTE/REIPO/DYNASTY/Eva Maria PRACHT/Gina SMITH/Ashley NICOLL/Cynthia Margaret NEALE-ISHOY;Korea Republic;Equestrian Dressage;team;Mixed
3;Canada;John Charles MILLEN/Frank Joseph MCLAUGHLIN;Korea Republic;Sailing;flying dutchman;Mixed
3;Canada;Lori MELIEN/Jane KERR/Allison Ann HIGSON/Andrea NUGENT;Korea Republic;Swimming;4x100m medley relay;Women's
2;Canada;Brian ORSER;Canada;Figure skating;individual;Men's
2;Canada;Elizabeth MANLEY;Canada;Figure skating;individual;Women's
3;Canada;Karen PERCY;Canada;Alpine Skiing;super-G;Women's
3;Canada;Karen PERCY;Canada;Alpine Skiing;downhill;Women's
3;Canada;Robert MCCALL/Tracy WILSON;Canada;Figure skating;ice dancing;Mixed
1;Canada;Sylvie FRECHETTE;Spain;Artistic Swimming;solo;Women's
1;Canada;Mark MCKOY;Spain;Athletics;110m hurdles;Men's
1;Canada;Derek PORTER/Bruce ROBERTSON/Terence Michael PAUL/Darren BARBER/Michael Joseph FORGERON/Michael G. RASCHER/John William WALLACE/Andrew CROSBY/Robert Davies MARLAND;Spain;Rowing;eight with coxswain (8+);Men's
1;Canada;Kathleen HEDDLE/Marnie Elizabeth MCBEAN;Spain;Rowing;pair without coxswain (2-);Women's
1;Canada;Jennifer Kirsten BARNES/Brenda Susan TAYLOR/Jessica MONROE/Kay Frances WORTHINGTON;Spain;Rowing;coxless four (4-);Women's
1;Canada;Jennifer Kirsten BARNES/Megan Catherine DELEHANTY/Marnie Elizabeth MCBEAN/Brenda Susan TAYLOR/Lesley Allison THOMPSON/Shannon CRAWFORD/Kathleen HEDDLE/Jessica MONROE/Kay Frances WORTHINGTON;Spain;Rowing;eight with coxswain (8+);Women's
1;Canada;Mark TEWKSBURY;Spain;Swimming;100m backstroke;Men's
2;Canada;Vicky VILAGOS/Penny VILAGOS;Spain;Artistic Swimming;duet;Women's
2;Canada;Guillaume LEBLANC;Spain;Athletics;20km walk;Men's
2;Canada;Mark LEDUC;Spain;Boxing;60 - 63.5kg (light-welterweight);Men's
2;Canada;Jeffrey James Milton THUE;Spain;Wrestling Freestyle;100 - 130kg (super heavyweight);Men's
3;Canada;Angela Frances CHALMERS;Spain;Athletics;3000m;Women's
3;Canada;Christopher JOHNSON;Spain;Boxing;71 - 75kg (middleweight);Men's
3;Canada;Curtis HARNETT;Spain;Cycling Track;sprint individual;Men's
3;Canada;Nicolas GILL;Spain;Judo;78 - 86kg (middleweight);Men's
3;Canada;Silken Suzette LAUMANN;Spain;Rowing;single sculls (1x);Women's
3;Canada;Eric Albert JESPERSEN/Ross David MACDONALD;Spain;Sailing;two-person keelboat (Star);Mixed
3;Canada;Mark TEWKSBURY/Marcel GERY/Jonathan Thomas CLEVELAND/Stephen CLARKE/Thomas PONTING;Spain;Swimming;4x100m medley relay;Men's
1;Canada;Kerrin LEE-GARTNER;France;Alpine Skiing;downhill;Women's
1;Canada;Angela CUTRONE/Nathalie LAMBERT/Sylvie DAIGLE/Annie PERREAULT;France;Short Track Speed Skating;3000m relay;Women's
2;Canada;Fabian JOSEPH/Trevor KIDD/Chris LINDBERG/Kent MANDERVILLE/Dan RATUSHNY/Wallace SCHREIBER/Brian TUTT/Sam ST.LAURENT/David TIPPETT/Todd BROST/Kevin DAHL/David HANNAN/Joe JUNEAU/Patrick LEBEAU/Eric LINDROS/Adrian PLAVSIC/Bradley SCHLEGEL/Randy SMITH/Jason WOOLLEY/David ARCHIBALD/Sean BURKE/Curtis GILES/Gordon HYNES;France;Ice Hockey;ice hockey;Men's
2;Canada;Frédéric BLACKBURN;France;Short Track Speed Skating;1000m;Men's
2;Canada;Laurent DAIGNAULT/Sylvain GAGNON/Frédéric BLACKBURN/Michel DAIGNAULT/Mark LACKIE;France;Short Track Speed Skating;5000m relay;Men's
3;Canada;Myriam BEDARD;France;Biathlon;15km individual;Women's
3;Canada;Lloyd EISLER/Isabelle BRASSEUR;France;Figure skating;pairs;Mixed
1;Canada;Myriam BEDARD;Norway;Biathlon;7.5km sprint;Women's
1;Canada;Myriam BEDARD;Norway;Biathlon;15km individual;Women's
1;Canada;Jean-Luc BRASSARD;Norway;Freestyle Skiing;moguls;Men's
2;Canada;Elvis STOJKO;Norway;Figure skating;individual;Men's
2;Canada;Philippe LAROCHE;Norway;Freestyle Skiing;aerials;Men's
2;Canada;Adrian AUCOIN/Brad WERENKA/Fabian JOSEPH/Dwayne NORRIS/Brian SAVAGE/Greg PARKS/Jean Yves ROY/Todd HLUSHKO/Allain ROY/Bradley SCHLEGEL/Wallace SCHREIBER/Corey HIRSCH/Derek MAYER/Ken LOVSIN/Paul KARIYA/Greg JOHNSON/Todd WARRINER/Mark ASTLEY/Chris KONTOS/Manny LEGACE/Chris THERIEN/Peter NEDVED/David HARLOCK;Norway;Ice Hockey;ice hockey;Men's
2;Canada;Nathalie LAMBERT;Norway;Short Track Speed Skating;1000m;Women's
2;Canada;Christine BOUDRIAS/Angela CUTRONE/Nathalie LAMBERT/Isabelle CHAREST/Sylvie DAIGLE;Norway;Short Track Speed Skating;3000m relay;Women's
2;Canada;Susan AUCH;Norway;Speed skating;500m;Women's
3;Canada;Ed PODIVINSKY;Norway;Alpine Skiing;downhill;Men's
3;Canada;Lloyd EISLER/Isabelle BRASSEUR;Norway;Figure skating;pairs;Mixed
3;Canada;Lloyd LANGLOIS;Norway;Freestyle Skiing;aerials;Men's
3;Canada;Marc GAGNON;Norway;Short Track Speed Skating;1000m;Men's
1;Canada;Бэйли;United States;Athletics;100m;Men's
1;Canada;Джилберт/Бэйли/Эсми/Сурин;United States;Athletics;4x100m relay;Men's
1;Canada;Макбин/Хеддл;United States;Rowing;double sculls (2x);Women's
2;Canada;Ларсен/Фрешетт/Фонтейн/Рид/Александер/Кларк/Бремнер/Хулд-Маршан/Кулеша/Вудли;United States;Artistic Swimming;team;Women's
2;Canada;Дефиагбон;United States;Boxing;81 - 91kg (heavyweight);Men's
2;Canada;Брунет;United States;Canoe Sprint;K-1 500m (kayak single);Women's
2;Canada;Сайдор;United States;Cycling Mountain Bike;cross-country;Women's
2;Canada;Уолтон;United States;Cycling Track;points race;Men's
2;Canada;Портер;United States;Rowing;single sculls (1x);Men's
2;Canada;;United States;Rowing;lightweight coxless four (4-);Men's
2;Canada;Лауманн;United States;Rowing;single sculls (1x);Women's
2;Canada;;United States;Rowing;eight with coxswain (8+);Women's
2;Canada;Лимперт;United States;Swimming;200m individual medley;Women's
2;Canada;Сиссаури;United States;Wrestling Freestyle;52 - 57kg (bantamweight);Men's
3;Canada;Хеес/Чайлд;United States;Beach Volleyball;beach volleyball;Men's
3;Canada;Хьюз;United States;Cycling Road;individual road race;Women's
3;Canada;Хьюз;United States;Cycling Road;individual time trial;Women's
3;Canada;Харнетт;United States;Cycling Track;sprint individual;Men's
3;Canada;Пеллетье;United States;Diving;3m springboard;Women's
3;Canada;;United States;Rowing;quadruple sculls without coxswain;Women's
3;Canada;Миден;United States;Swimming;200m individual medley;Men's
3;Canada;Миден;United States;Swimming;400m individual medley;Men's
1;Canada;Людерс/Макичерн;Japan;Bobsleigh;two-man;Men's
1;Canada;Шмирлер/Биткер/Форд/Гьюдерейт/Маккаскер;Japan;Curling;curling;Women's
1;Canada;Ганьон/Кэмпбелл/Дроле/Бедар;Japan;Short Track Speed Skating;5000m relay;Men's
1;Canada;Перро;Japan;Short Track Speed Skating;500m;Women's
1;Canada;Ребальяти;Japan;Snowboard;giant-slalom;Men's
1;Canada;Ле Мэй-Доан;Japan;Speed skating;500m;Women's
2;Canada;Саваж/Харрис М./Митчелл/Харт/Харрис Дж.;Japan;Curling;curling;Men's
2;Canada;Стойко;Japan;Figure skating;individual;Men's
2;Canada;;Japan;Ice Hockey;ice hockey;Women's
2;Canada;Уотерспун;Japan;Speed skating;500m;Men's
2;Canada;Ош;Japan;Speed skating;500m;Women's
3;Canada;Бедар;Japan;Short Track Speed Skating;1000m;Men's
3;Canada;Чарест/Венсан/Будрэ/Перро;Japan;Short Track Speed Skating;3000m relay;Women's
3;Canada;Оверлэнд;Japan;Speed skating;500m;Men's
3;Canada;Ле Мэй-Доан;Japan;Speed skating;1000m;Women's
1;Canada;;Australia;Tennis;doubles;Men's
1;Canada;Саймон Вайтфильд;Australia;Triathlon;individual;Men's
1;Canada;Даниэль Игали;Australia;Wrestling Freestyle;63 - 69kg;Men's
2;Canada;Каролин Брунет;Australia;Canoe Sprint;K-1 500m (kayak single);Women's
2;Canada;;Australia;Diving;synchronized diving 10m platform;Women's
2;Canada;Николя Жилль;Australia;Judo;90 - 100kg (half-heavyweight);Men's
3;Canada;;Australia;Artistic Swimming;team;Women's
3;Canada;Стив Жиль;Australia;Canoe Sprint;C-1 1000m (canoe single);Men's
3;Canada;Анн Монтмини;Australia;Diving;10m platform;Women's
3;Canada;;Australia;Rowing;eight with coxswain (8+);Women's
3;Canada;Куртис Миден;Australia;Swimming;400m individual medley;Men's
3;Canada;Доминик Боссхарт;Australia;Taekwondo;+ 67 kg;Women's
3;Canada;Матье Таржен;Australia;Trampoline;individual;Men's
3;Canada;Карен Кокбурн;Australia;Trampoline;individual;Women's
1;Canada;Скотт;United States;Cross Country Skiing;Combined 5km + 5km pursuit;Women's
1;Canada;Пеллетье/Сале;United States;Figure skating;pairs;Mixed
1;Canada;Нуиндайк- Пека- Флери/Бродер/Джозеф/Нолан- Линдрос- Смит/Кария- Айзерман- Лемье/Игинла- Ганье- Сакик/Брюер- Шенахэн/Белфор/Макиннис- Пронгер/Нидермайер- Фут/Блэйк- Джовановски;United States;Ice Hockey;ice hockey;Men's
1;Canada;ST-PIERRE/WICKENHEISER/BECHARD/BRISSON/CHARTRAND/GOYETTE/HEFFORD/OUELLETTE/POUNDER/SMALL/SUNOHARA/ANTAL/BOTTERILL/CAMPBELL/DUPUIS/HEANEY/KELLAR/PIPER/SHEWCHUK/SOSTORICS;United States;Ice Hockey;ice hockey;Women's
1;Canada;Ганьон;United States;Short Track Speed Skating;500m;Men's
1;Canada;Ганьон/Тремблэ/Гюйметт/Туркотт;United States;Short Track Speed Skating;5000m relay;Men's
1;Canada;Лемэй-Доан;United States;Speed skating;500m;Women's
2;Canada;Валчук/Бартлетт/Мартин/Райкрофт/Тралнберг;United States;Curling;curling;Men's
2;Canada;Бреннер;United States;Freestyle Skiing;aerials;Women's
2;Canada;Гюйметт;United States;Short Track Speed Skating;500m;Men's
3;Canada;Скиннер/Нельсон/Ло/Виткрофт/Нобле;United States;Curling;curling;Women's
3;Canada;Дионн;United States;Freestyle Skiing;aerials;Women's
3;Canada;Туркотт;United States;Short Track Speed Skating;1000m;Men's
3;Canada;Ганьон;United States;Short Track Speed Skating;1500m;Men's
3;Canada;Дроле/Краус/Чарест/Гулет-Надон;United States;Short Track Speed Skating;3000m relay;Women's
3;Canada;Классен;United States;Speed skating;3000m;Women's
3;Canada;Хьюз;United States;Speed skating;5000m;Women's
1;Canada;Адам Ван Куверден;Greece;Canoe Sprint;K-1 500m (kayak single);Men's
1;Canada;Лори-Энн Мюнцер;Greece;Cycling Track;sprint individual;Women's
1;Canada;Кайл Шьюфельт;Greece;Gymnastics Artistic;floor exercises;Men's
2;Canada;Мари-Элен Премон;Greece;Cycling Mountain Bike;cross-country;Women's
2;Canada;Александр Депати;Greece;Diving;3m springboard;Men's
2;Canada;;Greece;Rowing;four without coxswain (4-);Men's
2;Canada;Майк Вольфс/Росс Макдональд;Greece;Sailing;two-person keelboat (Star);Men's
2;Canada;Карен Кокберн;Greece;Trampoline;individual;Women's
2;Canada;Тоня Вербик;Greece;Wrestling Freestyle;48 - 55kg;Women's
3;Canada;Адам Ван Куверден;Greece;Canoe Sprint;K-1 1000m (kayak single);Men's
3;Canada;Каролин Брунет;Greece;Canoe Sprint;K-1 500m (kayak single);Women's
3;Canada;Эмили Хейманс/Блит Хартли;Greece;Diving;synchronized diving 10m platform;Women's
1;Canada;Chandra CRAWFORD;Italy;Cross Country Skiing;sprint 1.5km;Women's
1;Canada;Mike ADAM/Russ HOWARD/Jamie KORAB/Mark NICHOLS/Bradley Raymond GUSHUE;Italy;Curling;curling;Men's
1;Canada;Jennifer HEIL;Italy;Freestyle Skiing;moguls;Women's
1;Canada;Charline LABONTE/Cherie PIPER/Caroline OUELLETTE/Colleen SOSTORICS/Gillian APPS/Gina KINGSBURY/Cheryl POUNDER/Jennifer BOTTERILL/Hayley WICKENHEISER/Jayna HEFFORD/Danielle GOYETTE/Gillian FERRARI/Katie WEATHERSTON/Carla MACLEOD/Meghan AGOSTA/Vicky SUNOHARA/Cassie CAMPBELL/Becky KELLAR/Sarah VAILLANCOURT;Italy;Ice Hockey;ice hockey;Women's
1;Canada;Duff GIBSON;Italy;Skeleton;individual;Men's
1;Canada;Cindy KLASSEN;Italy;Speed skating;1500m;Women's
1;Canada;Clara HUGHES;Italy;Speed skating;5000m;Women's
2;Canada;Lascelles Oneil BROWN/Pierre LUEDERS;Italy;Bobsleigh;two-man;Men's
2;Canada;Sara RENNER/Beckie SCOTT;Italy;Cross Country Skiing;Team Sprint;Women's
2;Canada;Francois-Louis TREMBLAY;Italy;Short Track Speed Skating;500m;Men's
2;Canada;Francois-Louis TREMBLAY/Charles HAMELIN/Éric BÉDARD/Mathieu TURCOTTE/Jonathan GUILMETTE;Italy;Short Track Speed Skating;5000m relay;Men's
2;Canada;Alanna KRAUS/Anouk LEBLANC-BOUCHER/Kalyna ROBERGE/Amanda OVERLAND/Tania VICENT;Italy;Short Track Speed Skating;3000m relay;Women's
2;Canada;Jeff PAIN;Italy;Skeleton;individual;Men's
2;Canada;Justin WARSYLEWICZ/Jason PARKER/Arne DANKERS/Denny MORRISON/Steven ELM;Italy;Speed skating;Team pursuit;Men's
2;Canada;Cindy KLASSEN;Italy;Speed skating;1000m;Women's
2;Canada;Kristina GROVES;Italy;Speed skating;1500m;Women's
2;Canada;Shannon REMPEL/Cindy KLASSEN/Clara HUGHES/Christine NESBITT/Kristina GROVES;Italy;Speed skating;Team pursuit;Women's
3;Canada;Christine KESHEN/Glenys BAKKER/Sandra JENKINS/Amy NIXON/Shannon KLEIBRINK;Italy;Curling;curling;Women's
3;Canada;Jeffrey BUTTLE;Italy;Figure skating;individual;Men's
3;Canada;Anouk LEBLANC-BOUCHER;Italy;Short Track Speed Skating;500m;Women's
3;Canada;Mellisa HOLLINGSWORTH-RICHARDS;Italy;Skeleton;individual;Women's
3;Canada;Dominique MALTAIS;Italy;Snowboard;Snowboard Cross;Women's
3;Canada;Cindy KLASSEN;Italy;Speed skating;3000m;Women's
3;Canada;Cindy KLASSEN;Italy;Speed skating;5000m;Women's
1;Canada;Eric LAMAZE;China;Equestrian Jumping;individual;Mixed
1;Canada;Dominic SEITERLE/Andrew BYRNES/Brian PRICE/Ben RUTLEDGE/Malcolm HOWARD/Jake WETZEL/Kevin LIGHT/Adam KREEK/Kyle HAMILTON;China;Rowing;eight with coxswain (8+);Men's
1;Canada;Carol HUYNH;China;Wrestling Freestyle;- 48kg;Women's
2;Canada;Adam VAN KOEVERDEN;China;Canoe Sprint;K-1 500m (kayak single);Men's
2;Canada;Alexandre DESPATIE;China;Diving;3m springboard;Men's
2;Canada;Emilie HEYMANS;China;Diving;10m platform;Women's
2;Canada;Jill HENSELWOOD/Ian MILLAR/Malcolm CONE/Eric LAMAZE;China;Equestrian Jumping;team;Mixed
2;Canada;Scott FRANDSEN/David CALDER;China;Rowing;pair without coxswain (2-);Men's
